   0.0000000000E+0000   0.1000000000E+0000   0.0000000000E+0000   0.2000000000E+0001   0.0000000000E+0000   0.2000000000E+0001
   0.1001001001E-0002   0.9999992463E-0001   0.0000000000E+0000   0.1998998497E+0001   0.0000000000E+0000   0.1998998497E+0001
   0.2002002002E-0002   0.9999969791E-0001   0.0000000000E+0000   0.1997995985E+0001   0.0000000000E+0000   0.1997995985E+0001
   0.3003003003E-0002   0.9999931895E-0001   0.0000000000E+0000   0.1996992459E+0001   0.0000000000E+0000   0.1996992459E+0001
   0.4004004004E-0002   0.9999878682E-0001   0.0000000000E+0000   0.1995987911E+0001   0.0000000000E+0000   0.1995987911E+0001
   0.5005005005E-0002   0.9999810062E-0001   0.0000000000E+0000   0.1994982338E+0001   0.0000000000E+0000   0.1994982338E+0001
   0.6006006006E-0002   0.9999725944E-0001   0.0000000000E+0000   0.1993975731E+0001   0.0000000000E+0000   0.1993975731E+0001
   0.7007007007E-0002   0.9999626236E-0001   0.0000000000E+0000   0.1992968085E+0001   0.0000000000E+0000   0.1992968085E+0001
   0.8008008008E-0002   0.9999510847E-0001   0.0000000000E+0000   0.1991959394E+0001   0.0000000000E+0000   0.1991959394E+0001
   0.9009009009E-0002   0.9999379685E-0001   0.0000000000E+0000   0.1990949651E+0001   0.0000000000E+0000   0.1990949651E+0001
   0.1001001001E-0001   0.9999232657E-0001   0.0000000000E+0000   0.1989938851E+0001   0.0000000000E+0000   0.1989938851E+0001
   0.1101101101E-0001   0.9999069672E-0001   0.0000000000E+0000   0.1988926987E+0001   0.0000000000E+0000   0.1988926987E+0001
   0.1201201201E-0001   0.9998890637E-0001   0.0000000000E+0000   0.1987914053E+0001   0.0000000000E+0000   0.1987914053E+0001
   0.1301301301E-0001   0.9998695460E-0001   0.0000000000E+0000   0.1986900042E+0001   0.0000000000E+0000   0.1986900042E+0001
   0.1401401401E-0001   0.9998484047E-0001   0.0000000000E+0000   0.1985884948E+0001   0.0000000000E+0000   0.1985884948E+0001
   0.1501501502E-0001   0.9998256307E-0001   0.0000000000E+0000   0.1984868765E+0001   0.0000000000E+0000   0.1984868765E+0001
   0.1601601602E-0001   0.9998012146E-0001   0.0000000000E+0000   0.1983851487E+0001   0.0000000000E+0000   0.1983851487E+0001
   0.1701701702E-0001   0.9997751471E-0001   0.0000000000E+0000   0.1982833107E+0001   0.0000000000E+0000   0.1982833107E+0001
   0.1801801802E-0001   0.9997474189E-0001   0.0000000000E+0000   0.1981813618E+0001   0.0000000000E+0000   0.1981813618E+0001
   0.1901901902E-0001   0.9997180206E-0001   0.0000000000E+0000   0.1980793015E+0001   0.0000000000E+0000   0.1980793015E+0001
   0.2002002002E-0001   0.9996869428E-0001   0.0000000000E+0000   0.1979771290E+0001   0.0000000000E+0000   0.1979771290E+0001
   0.2102102102E-0001   0.9996541762E-0001   0.0000000000E+0000   0.1978748438E+0001   0.0000000000E+0000   0.1978748438E+0001
   0.2202202202E-0001   0.9996197114E-0001   0.0000000000E+0000   0.1977724451E+0001   0.0000000000E+0000   0.1977724451E+0001
   0.2302302302E-0001   0.9995835390E-0001   0.0000000000E+0000   0.1976699324E+0001   0.0000000000E+0000   0.1976699324E+0001
   0.2402402402E-0001   0.9995456495E-0001   0.0000000000E+0000   0.1975673049E+0001   0.0000000000E+0000   0.1975673049E+0001
   0.2502502503E-0001   0.9995060337E-0001   0.0000000000E+0000   0.1974645620E+0001   0.0000000000E+0000   0.1974645620E+0001
   0.2602602603E-0001   0.9994646819E-0001   0.0000000000E+0000   0.1973617031E+0001   0.0000000000E+0000   0.1973617031E+0001
   0.2702702703E-0001   0.9994215848E-0001   0.0000000000E+0000   0.1972587275E+0001   0.0000000000E+0000   0.1972587275E+0001
   0.2802802803E-0001   0.9993767329E-0001   0.0000000000E+0000   0.1971556344E+0001   0.0000000000E+0000   0.1971556344E+0001
   0.2902902903E-0001   0.9993301167E-0001   0.0000000000E+0000   0.1970524234E+0001   0.0000000000E+0000   0.1970524234E+0001
   0.3003003003E-0001   0.9992817268E-0001   0.0000000000E+0000   0.1969490936E+0001   0.0000000000E+0000   0.1969490936E+0001
   0.3103103103E-0001   0.9992314351E-0001   0.0000000000E+0000   0.1968456432E+0001   0.0000000000E+0000   0.1968456432E+0001
   0.3203203203E-0001   0.9991791199E-0001   0.0000000000E+0000   0.1967420704E+0001   0.0000000000E+0000   0.1967420704E+0001
   0.3303303303E-0001   0.9991249903E-0001   0.0000000000E+0000   0.1966383768E+0001   0.0000000000E+0000   0.1966383768E+0001
   0.3403403403E-0001   0.9990692639E-0001   0.0000000000E+0000   0.1965345616E+0001   0.0000000000E+0000   0.1965345616E+0001
   0.3503503504E-0001   0.9990117557E-0001   0.0000000000E+0000   0.1964306242E+0001   0.0000000000E+0000   0.1964306242E+0001
   0.3603603604E-0001   0.9989524133E-0001   0.0000000000E+0000   0.1963265639E+0001   0.0000000000E+0000   0.1963265639E+0001
   0.3703703704E-0001   0.9988912272E-0001   0.0000000000E+0000   0.1962223800E+0001   0.0000000000E+0000   0.1962223800E+0001
   0.3803803804E-0001   0.9988281878E-0001   0.0000000000E+0000   0.1961180718E+0001   0.0000000000E+0000   0.1961180718E+0001
   0.3903903904E-0001   0.9987632855E-0001   0.0000000000E+0000   0.1960136386E+0001   0.0000000000E+0000   0.1960136386E+0001
   0.4004004004E-0001   0.9986965107E-0001   0.0000000000E+0000   0.1959090798E+0001   0.0000000000E+0000   0.1959090798E+0001
   0.4104104104E-0001   0.9986278539E-0001   0.0000000000E+0000   0.1958043945E+0001   0.0000000000E+0000   0.1958043945E+0001
   0.4204204204E-0001   0.9985573055E-0001   0.0000000000E+0000   0.1956995822E+0001   0.0000000000E+0000   0.1956995822E+0001
   0.4304304304E-0001   0.9984847697E-0001   0.0000000000E+0000   0.1955946413E+0001   0.0000000000E+0000   0.1955946413E+0001
   0.4404404404E-0001   0.9984099066E-0001   0.0000000000E+0000   0.1954895677E+0001   0.0000000000E+0000   0.1954895677E+0001
   0.4504504505E-0001   0.9983331101E-0001   0.0000000000E+0000   0.1953843648E+0001   0.0000000000E+0000   0.1953843648E+0001
